"day","Cancel/Total"
"2002-04-08",0.0149464754595031
"2002-04-09",0.00802535743188562
"2002-04-10",0.0051223293118555
"2002-04-11",0.00800430483621443
"2002-04-12",0.00719617997175331
"2002-04-13",0.0110035898236304
"2002-04-14",0.00500464717237435
"2002-04-15",0.0131933225632741
"2002-04-16",0.0157788267026298
"2002-04-17",0.00903208411970882
"2002-04-18",0.0127067365873336
"2002-04-19",0.0289036768165625
"2002-04-20",0.00804436113714464
"2002-04-21",0.00664475564446985
"2002-04-22",0.00599044221579054
"2002-04-23",0.0052592542647158
"2002-04-24",0.0110482349770951
"2002-04-25",0.00665456745311555
"2002-04-26",0.00759714938819416
"2002-04-27",0.00687929956222639
"2002-04-28",0.0185119005074691
"2002-04-29",0.00793330644076913
"2002-04-30",0.00640809443507589
"2002-05-01",0.00702228224172856
"2002-05-02",0.0236443246884473
"2002-05-03",0.0196566812521037
"2002-05-04",0.00893837227536459
"2002-05-05",0.00601633003867641
"2002-05-06",0.013741075037047
"2002-05-07",0.0160167601540853
"2002-05-08",0.015393963945716
"2002-05-09",0.0166352370689655
"2002-05-10",0.00679676985195155
"2002-05-11",0.00705495022340676
"2002-05-12",0.0142560355326313
"2002-05-13",0.025457974137931
"2002-05-14",0.00911977301898264
"2002-05-15",0.00957906098219104
"2002-05-16",0.00619320094244362
"2002-05-17",0.0153359790139235
"2002-05-18",0.00422932330827068
"2002-05-19",0.00293276108726753
"2002-05-20",0.00504676670479779
"2002-05-21",0.00634492068849139
"2002-05-22",0.00613414223120998
"2002-05-23",0.0027577856998722
"2002-05-24",0.00242000537778973
"2002-05-25",0.00316764132553606
"2002-05-26",0.00400523132254373
"2002-05-27",0.00430477830391735
"2002-05-28",0.00695006747638327
"2002-05-29",0.00862824401752612
"2002-05-30",0.0100228709807615
"2002-05-31",0.0161398789509079
"2002-06-01",0.0101214574898785
"2002-06-02",0.00320011378182335
"2002-06-03",0.0171248912970767
"2002-06-04",0.0534407519301779
"2002-06-05",0.0306485145194823
"2002-06-06",0.022310062977355
"2002-06-07",0.0122977771932132
"2002-06-08",0.00393999090771329
"2002-06-09",0.00640187237557651
"2002-06-10",0.0266588065762756
"2002-06-11",0.0359395532194481
"2002-06-12",0.0141187286577358
"2002-06-13",0.0203653984676838
"2002-06-14",0.012312528652826
"2002-06-15",0.00782461061489629
"2002-06-16",0.00607881975274913
"2002-06-17",0.0130667712008363
"2002-06-18",0.0107407164843801
"2002-06-19",0.015709890685344
"2002-06-20",0.00849340128054358
"2002-06-21",0.0210196488021411
"2002-06-22",0.0110744407774111
"2002-06-23",0.00382356957531067
"2002-06-24",0.0130022868343679
"2002-06-25",0.0256712508185986
"2002-06-26",0.0346294841581566
"2002-06-27",0.0485956890920967
"2002-06-28",0.0118713717304807
"2002-06-29",0.00447017441008354
"2002-06-30",0.00402318445277873
"2002-07-01",0.012436996792564
"2002-07-02",0.0175288865546218
"2002-07-03",0.0105937745226262
"2002-07-04",0.00944519406302088
"2002-07-05",0.00490348692403487
"2002-07-06",0.0028833357977229
"2002-07-07",0.00394557823129252
"2002-07-08",0.00815394651011089
"2002-07-09",0.0151594354417146
"2002-07-10",0.0188864200758071
"2002-07-11",0.0116673184721679
"2002-07-12",0.0123022847100176
"2002-07-13",0.0135293257276583
"2002-07-14",0.0206774588491362
"2002-07-15",0.0164971309337507
"2002-07-16",0.01078290419553
"2002-07-17",0.0105813193990856
"2002-07-18",0.0123851117919301
"2002-07-19",0.0254557291666667
"2002-07-20",0.00745832114653407
"2002-07-21",0.00612078346028292
"2002-07-22",0.0198826597131682
"2002-07-23",0.0514763522341259
"2002-07-24",0.0185608783739625
"2002-07-25",0.00821221403897543
"2002-07-26",0.0101542667447764
"2002-07-27",0.0103854311416661
"2002-07-28",0.00612119975515201
"2002-07-29",0.0217121992566995
"2002-07-30",0.0100600992944865
"2002-07-31",0.00685960671588162
"2002-08-01",0.00681386359169233
"2002-08-02",0.0161996211378927
"2002-08-03",0.0100322202694786
"2002-08-04",0.00874376665072751
"2002-08-05",0.0145913760387359
"2002-08-06",0.0133114754098361
"2002-08-07",0.00747393955287484
"2002-08-08",0.00706344015696534
"2002-08-09",0.00392208131781932
"2002-08-10",0.0126758499413834
"2002-08-11",0.00321060181706401
"2002-08-12",0.0104009943088899
"2002-08-13",0.0327277497212566
"2002-08-14",0.016260162601626
"2002-08-15",0.0104629871828407
"2002-08-16",0.0207802391687904
"2002-08-17",0.00937728937728938
"2002-08-18",0.00608214310120959
"2002-08-19",0.0155718398325046
"2002-08-20",0.00747590005902026
"2002-08-21",0.00793234561426511
"2002-08-22",0.0237441130298273
"2002-08-23",0.0132662397072278
"2002-08-24",0.00703554415536827
"2002-08-25",0.00772279934390377
"2002-08-26",0.00935374149659864
"2002-08-27",0.0178384050367261
"2002-08-28",0.0106292238042123
"2002-08-29",0.0109328968903437
"2002-08-30",0.0058143333115568
"2002-08-31",0.00632101136181789
"2002-09-01",0.00528401585204756
"2002-09-02",0.00457553146557793
"2002-09-03",0.00753383558903927
"2002-09-04",0.00795880149812734
"2002-09-05",0.00966442953020134
"2002-09-06",0.00884718498659517
"2002-09-07",0.0087508712150546
"2002-09-08",0.00427441761060056
"2002-09-09",0.00671687360065133
"2002-09-10",0.00939242735544467
"2002-09-11",0.00889903921877461
"2002-09-12",0.00800939031968515
"2002-09-13",0.00913149350649351
"2002-09-14",0.0103076682804935
"2002-09-15",0.00783531590569129
"2002-09-16",0.008110300081103
"2002-09-17",0.0116491703352523
"2002-09-18",0.00677093912925723
"2002-09-19",0.0204012700128352
"2002-09-20",0.0133720537583575
"2002-09-21",0.00515625
"2002-09-22",0.00372146282115508
"2002-09-23",0.00828522920203735
"2002-09-24",0.0108133841131665
"2002-09-25",0.0167924400027194
"2002-09-26",0.012950908597776
"2002-09-27",0.00528885272579333
"2002-09-28",0.0058061985092193
"2002-09-29",0.00321980538065255
"2002-09-30",0.00618248522318092
"2002-10-01",0.00880846705360191
"2002-10-02",0.00946866485013624
"2002-10-03",0.0250289056655104
"2002-10-04",0.0184832835009513
"2002-10-05",0.00773053561568194
"2002-10-06",0.00668007470191065
"2002-10-07",0.0135125912782365
"2002-10-08",0.0110130651891374
"2002-10-09",0.00998768641401012
"2002-10-10",0.00457306668486793
"2002-10-11",0.00607342705063464
"2002-10-12",0.00593072908429543
"2002-10-13",0.00395200114967306
"2002-10-14",0.00388839620710826
"2002-10-15",0.00944687842278204
"2002-10-16",0.0185502087754124
"2002-10-17",0.00928264282301549
"2002-10-18",0.0112681827494366
"2002-10-19",0.00886707307418257
"2002-10-20",0.00337910705298727
"2002-10-21",0.0126331603387053
"2002-10-22",0.0100616016427105
"2002-10-23",0.00889862413580669
"2002-10-24",0.0101741208603619
"2002-10-25",0.00812786011884434
"2002-10-26",0.0130262112787927
"2002-10-27",0.00756418648628991
"2002-10-28",0.0119707230316711
"2002-10-29",0.0167283696695461
"2002-10-30",0.010494546951094
"2002-10-31",0.0101442274515216
"2002-11-01",0.00990510493869918
"2002-11-02",0.00905928981638761
"2002-11-03",0.00611868779948397
"2002-11-04",0.00823472424053699
"2002-11-05",0.0197957470621153
"2002-11-06",0.0146107284491755
"2002-11-07",0.0092092507962886
"2002-11-08",0.00898783185840708
"2002-11-09",0.00517841249292014
"2002-11-10",0.0147968197879859
"2002-11-11",0.014455664683912
"2002-11-12",0.0113278791692889
"2002-11-13",0.00771959107031087
"2002-11-14",0.00948228128460687
"2002-11-15",0.00753543034911856
"2002-11-16",0.0103618554197361
"2002-11-17",0.0081067138330017
"2002-11-18",0.00947900089946724
"2002-11-19",0.00573627142357468
"2002-11-20",0.00786251043696076
"2002-11-21",0.0126003877042371
"2002-11-22",0.00781034006082389
"2002-11-23",0.00599287333981212
"2002-11-24",0.00560224089635854
"2002-11-25",0.00657439446366782
"2002-11-26",0.0113384955752212
"2002-11-27",0.00731690481121005
"2002-11-28",0.0012844580575042
"2002-11-29",0.00253497324194911
"2002-11-30",0.00278871391076115
"2002-12-01",0.00283389042290365
"2002-12-02",0.0265222523085468
"2002-12-03",0.0158414434893798
"2002-12-04",0.034336882182895
"2002-12-05",0.113309101076471
"2002-12-06",0.0219319689879165
"2002-12-07",0.00879323339753789
"2002-12-08",0.00851763299462044
"2002-12-09",0.00904438056509851
"2002-12-10",0.0174228417010383
"2002-12-11",0.0264737027885634
"2002-12-12",0.0111360134472615
"2002-12-13",0.0130179171332587
"2002-12-14",0.00881203757585834
"2002-12-15",0.00419853051431999
"2002-12-16",0.0121985417835109
"2002-12-17",0.00789754535752401
"2002-12-18",0.0167111360763938
"2002-12-19",0.00734326290266713
"2002-12-20",0.00744365566200289
"2002-12-21",0.00187098348653705
"2002-12-22",0.00347710290744988
"2002-12-23",0.00901980128250299
"2002-12-24",0.0138984214138641
"2002-12-25",0.0527844209087803
"2002-12-26",0.0252789154074283
"2002-12-27",0.00746581077309517
"2002-12-28",0.00312063726697873
"2002-12-29",0.0032777115613826
"2002-12-30",0.0284115063057957
"2002-12-31",0.00954868195543948
