"day","Cancel/Total"
"2002-01-01",0.00834661203429699
"2002-01-02",0.0453946912467946
"2002-01-03",0.0662763955676354
"2002-01-04",0.0232477204705227
"2002-01-05",0.00386007237635706
"2002-01-06",0.0126824952071966
"2002-01-07",0.0177858693368812
"2002-01-08",0.00667275409145185
"2002-01-09",0.00610098176718093
"2002-01-10",0.00475524475524476
"2002-01-11",0.0064957742543829
"2002-01-12",0.00397565922920892
"2002-01-13",0.0102663294152656
"2002-01-14",0.00811870100783875
"2002-01-15",0.00822437789962041
"2002-01-16",0.0197839203030728
"2002-01-17",0.00874248146593929
"2002-01-18",0.00572905750017467
"2002-01-19",0.0260370340422091
"2002-01-20",0.0125
"2002-01-21",0.00671704450041982
"2002-01-22",0.00934710801883477
"2002-01-23",0.0116474880718496
"2002-01-24",0.0214715344803469
"2002-01-25",0.00649713567137069
"2002-01-26",0.00501536968128135
"2002-01-27",0.00818574192588183
"2002-01-28",0.0116213945673481
"2002-01-29",0.00997891777933942
"2002-01-30",0.0412161213312737
"2002-01-31",0.0795232785057151
"2002-02-01",0.0236822001527884
"2002-02-02",0.00645994832041344
"2002-02-03",0.00717827277436543
"2002-02-04",0.0109012637133731
"2002-02-05",0.0467889268530786
"2002-02-06",0.0395102949360044
"2002-02-07",0.00935940099833611
"2002-02-08",0.00584469802393543
"2002-02-09",0.00323493732308936
"2002-02-10",0.00551632833186231
"2002-02-11",0.0104476579256902
"2002-02-12",0.00841270944865466
"2002-02-13",0.00635402997444575
"2002-02-14",0.00431950634213233
"2002-02-15",0.00621542244382214
"2002-02-16",0.00508865389202513
"2002-02-17",0.00531334158235679
"2002-02-18",0.00513909825955872
"2002-02-19",0.0123516091401908
"2002-02-20",0.00925101075858288
"2002-02-21",0.00834073972790046
"2002-02-22",0.00478076765469198
"2002-02-23",0.00413223140495868
"2002-02-24",0.00320746464499198
"2002-02-25",0.00732375085557837
"2002-02-26",0.0234219383199396
"2002-02-27",0.0110837438423645
"2002-02-28",0.00777838427947598
"2002-03-01",0.0100893039743677
"2002-03-02",0.0662199448167127
"2002-03-03",0.0151177021092794
"2002-03-04",0.0159300433839479
"2002-03-05",0.0115473441108545
"2002-03-06",0.00861308918277382
"2002-03-07",0.0060921952210113
"2002-03-08",0.011977263499797
"2002-03-09",0.0300378429517502
"2002-03-10",0.0115777362289659
"2002-03-11",0.00725030491936577
"2002-03-12",0.0183423913043478
"2002-03-13",0.0113944655453066
"2002-03-14",0.0222688506836334
"2002-03-15",0.0105433901054339
"2002-03-16",0.00652720981440705
"2002-03-17",0.00761603678689467
"2002-03-18",0.0126693766937669
"2002-03-19",0.0385817144409727
"2002-03-20",0.0166836215666328
"2002-03-21",0.00608807413921396
"2002-03-22",0.00635135135135135
"2002-03-23",0.0037697321919422
"2002-03-24",0.0038071977587817
"2002-03-25",0.0102981029810298
"2002-03-26",0.0204428144525944
"2002-03-27",0.0095024774316161
"2002-03-28",0.00324785168143988
"2002-03-29",0.00470443853548783
"2002-03-30",0.00715080247894486
"2002-03-31",0.0124764253590599
"2002-04-01",0.0105284608069556
"2002-04-02",0.0166655329569417
"2002-04-03",0.00788097017460425
"2002-04-04",0.00983384198033232
"2002-04-05",0.00481192815994578
"2002-04-06",0.00395194435662346
"2002-04-07",0.0270173169504922
