State,Cancelations0,Cancelations1
Alabama,0,0,,,,
Alaska,0.0388349514563107,0.09,,,,
Arizona,0.0514096185737977,0.0248756218905473,,,,
Arkansas,0.0379746835443038,0.0253164556962025,,,,
California,0.0894833948339483,0.0714944649446494,,,,
Colorado,0.0526315789473684,0.011441647597254,,,,
Connecticut,0.715686274509804,0.843137254901961,,,,
District of Columbia,0.302325581395349,0.193023255813953,,,,
Florida,0.149737302977233,0.077260755048288,,,,
Georgia,0.150684931506849,0.06703146374829,,,,
Hawaii,0,0.0509259259259259,,,,
Idaho,0,0,,,,
Illinois,0.12489158716392,0.0771899392888118,,,,
Indiana,0.0393700787401575,0.031496062992126,,,,
Iowa,0,0.0196078431372549,,,,
Kansas,0,0,,,,
Kentucky,0.0142857142857143,0.0285714285714286,,,,
Louisiana,0.0203045685279188,0.0203045685279188,,,,
Maine,0.805555555555556,1,,,,
Maryland,0.144366197183099,0.0880281690140845,,,,
Massachusetts,0.7575,0.865,,,,
Michigan,0.130260521042084,0.0561122244488978,,,,
Minnesota,0.0714285714285714,0.0452380952380952,,,,
Mississippi,0,0,,,,
Missouri,0.0511278195488722,0.0359820089955022,,,,
Montana,0,0,,,,
Nebraska,0,0.0175438596491228,,,,
Nevada,0.0236051502145923,0.0259179265658747,,,,
New Hampshire,0.454545454545455,0.75,,,,
New Jersey,0.613698630136986,0.42032967032967,,,,
New Mexico,0,0,,,,
New York,0.725465838509317,0.444582814445828,,,,
North Carolina,0.112810707456979,0.0650095602294455,,,,
North Dakota,0.0666666666666667,0,,,,
Ohio,0.149312377210216,0.12573673870334,,,,
Oklahoma,0.0072463768115942,0,,,,
Oregon,0.0538922155688623,0.0119760479041916,,,,
Pennsylvania,0.266857962697274,0.169540229885057,,,,
Rhode Island,0.482352941176471,0.658823529411765,,,,
South Carolina,0.0172413793103448,0,,,,
South Dakota,0.166666666666667,0,,,,
Tennessee,0.0676056338028169,0.0422535211267606,,,,
Texas,0.0475737392959087,0.0290753098188751,,,,
Utah,0.0458715596330275,0.036697247706422,,,,
Vermont,0.692307692307692,0.846153846153846,,,,
Virginia,0.15929203539823,0.15929203539823,,,,
Washington,0.0280373831775701,0.0342679127725857,,,,
West Virginia,0,0,,,,
Wisconsin,0.0111111111111111,0,,,,
Wyoming,0,0,,,,
