"city","min","mean","max"
"Tallahassee",-23,5.7609756097561,280
"Tampa",-26,7.52376503209862,867
"Texarkana",-19,-0.422509225092251,351
"Toledo",-31,6.46583850931677,345
"Traverse City",-26,6.28612479474548,580
"Tucson",-23,5.91254393788364,977
"Tulsa",-29,6.11313984648226,972
"Tyler",-19,2.03079470198676,317
"Unalaska",-26,19.3158953722334,290
"Valparaiso",-14,1.44154302670623,389
"Waco",-22,1.89473684210526,234
"Washington",-56,6.42922655553188,1204
"West Palm Beach",-43,7.5982665822384,580
"White Plains",-35,8.56780946601942,1157
"Wichita",-35,4.09171402140875,597
"Wichita Falls",-19,3.60498409331919,408
"Wilmington",-15,-0.994169096209913,144
"Windsor Locks",-28,6.14528566421311,1084
"Worcester",-20,8.52619047619048,462
"Wrangell",-52,13.3001464128843,494
"Yakutat",-28,10.8970380818054,396
